title,artist,album,year,duration,tags
Melletted,Halott Pénz,,2020,165535,Magyar
Földrevaló,Konyha/Fábián Juli Film Allstars,,2019,234869,Bonus;Nyár
Go Crazy,Chris Brown/Young Thug,,2020,178561,Recurrent 1
Pump It Up,Endor,,2019,150860,Mix;Recurrent 1
Stop This Flame,Celeste,,2020,209467,Recurrent 1
Friday Night,Burak Yeter,,2019,165093,Recurrent 1
ROXANNE,Arizona Zervas,,2020,163166,Recurrent 1
Rain,Aitch/AJ Tracey/Tay Keith,,2020,195047,Bonus
Graveyard,Halsey,,2019,181881,Recurrent 1
Dancing In The Moonlight,Jubel/NEIMY,,2018,164118,TOP
You Should Be Sad,Halsey,,2020,205519,Recurrent 1
Adore You,Harry Styles,,2019,208724,Recurrent 1
Taste (Make It Shake),Aitch,,2019,213716,Recurrent 2
Superstar,Joe Stone & Four of Diamonds,,2020,186572,Nyár;TOP
Like It Is,Kygo/Zara Larsson/Tyga,,2020,180163,P1
Mistakes,Jonas Blue/Paloma Faith,,2020,187036,Recurrent 1
Rain On Me,Lady Gaga/Ariana Grande,,2020,188337,Current
Bigger Love,John Legend,,2020,173058,Recurrent 1
Mamacita,Black Eyed Peas/Ozuna/J Rey Soul,,2020,250125,Nyár;TOP
hot girl bummer,blackbear,,2019,185202,Recurrent 1
X,Jonas Brothers/Karol G,,2020,182230,Nyár;TOP
Lonely,Joel Corry,,2020,191007,TOP
Don't Need Love,220 Kid/GRACEY,,2020,220821,TOP
Salt,Ava Max,,2018,180581,P1
This Is Real,Jax Jones/Ella Henderson,,2019,207354,Recurrent 1
Freedom,Kygo/Zak Abel,,2020,197601,TOP
Savage Love,Jason Derulo/Jawsh 685,,2020,172593,Current
Olyan Ő,Bagossy Brothers Company,,2019,231386,Magyar
24,Arizona Zervas,,2020,122322,TOP
Tequila,Jax Jones/Martin Solveig/RAYE/Europa,,2020,211231,Nyár;TOP
What A Man Gotta Do,Jonas Brothers,,2020,180697,Recurrent 1
The Truth,James Blunt,,2019,222423,TOP
Cold,James Blunt,,2019,210187,TOP
Different For Us,Alle Farben & Jordan Powers,,2019,185341,TOP
La La La,Willy William,,2018,174985,Nyár;P1
HEY CHILD,X Ambassadors,,2019,208515,Recurrent 1;Ritka
ŐSZINTE,WELLHELLO,,2019,184490,Magyar
Nico And The Niners,twenty one pilots,,2018,227880,Recurrent 2;Ritka
We'll Be Alright,Travie McCoy,,2010,197880,Gold;Ritka
Call You Mine,The Chainsmokers/Bebe Rexha,,2019,217408,Recurrent 1;Ritka
Fade Out Lines,The Avener/Phoebe Killdeer,,2013,263151,Nyár;Recurrent 2
Hey Mama,The Black Eyed Peas,,2003,214993,Gold
ME!,Taylor Swift,,2019,194699,P1
Seńorita,Shawn Mendes/Camila Cabello,,2019,190055,Nyár;TOP
Post Malone,Sam Feldt/RANI,,2019,175449,Nyár;TOP
You Need To Calm Down,Taylor Swift,,2019,177330,P1
Ritual,Tiësto/Jonas Blue/Rita Ora,,2019,200016,Nyár;TOP
All This Love,Robin Schulz/Harlœ,,2019,169807,P1
High Hopes,Panic! At The Disco,,2018,196556,Nyár;Recurrent 1
All Around The World (La La La),R3HAB x A Touch Of Class,,2019,147887,Nyár;P1
Wish You Well,Sigala/Becky Hill,,2019,205589,Recurrent 1
Can We Pretend,P!nk/Cash Cash,,2019,220984,P1
Strike A Pose,Young T & Bugsey/Aitch,,2019,213368,TOP
Carry On,Kygo/Rita Ora,,2019,213832,Recurrent 1
Mad Love,Mabel,,2019,171386,TOP
Find U Again,Mark Ronson/Camila Cabello,,2019,176193,P1
Motivation,Normani,,2019,193956,P1
Rescue Me,OneRepublic,,2019,178120,P1
Piece Of Your Heart,Meduza/Goodboys,,2019,152973,TOP
I'm So Tired...,Lauv & Troye Sivan,,2019,163839,P1
Higher Love,Kygo/Whitney Houston,,2019,229854,Nyár;TOP
Truth Hurts,Lizzo,,2017,181603,Recurrent 1
Never Really Over,Katy Perry,,2019,223050,P1
One Touch,Jess Glynne & Jax Jones,,2019,198251,P2
Antisocial,Ed Sheeran & Travis Scott,,2019,156983,Recurrent 1
South of the Border,Ed Sheeran/Camila Cabello/Cardi B,,2019,208422,TOP
Feelings,John Newman,,2019,189753,Recurrent 1
Harder,Jax Jones/Bebe Rexha,,2019,171409,Recurrent 1
All Day and Night,Jax Jones/Madison Beer/Martin Solveig,,2019,169830,Nyár;TOP
We Could Go Back,Jonas Blue/Moelogo,,2017,194885,Recurrent 1
Only Human,Jonas Brothers,,2019,184064,Recurrent 1
Take Me Back To London,Ed Sheeran/Stormzy,,2019,189939,Recurrent 1
Cross Me,Ed Sheeran/Chance The Rapper/PnB Rock,,2019,206053,P1
Beautiful People,Ed Sheeran/Khalid,,2019,198066,TOP
Castles,Freya Ridings,,2019,208445,Recurrent 1
Stay (Don't Go Away),David Guetta/Raye,,2019,186015,Recurrent 1
I Don't Care,Ed Sheeran & Justin Bieber,,2019,217338,Recurrent 1
Do You Miss Me Much,Craig David,,2019,165651,Recurrent 1
Obsessed,Dynoro & Ina Wroldsen,,2019,209933,TOP
3 Nights,Dominic Fike,,2018,179304,Recurrent 1
boyfriend,Ariana Grande/Social House,,2019,221123,P2
If I Can't Have You,Shawn Mendes,,2019,195256,P1
New Look,Rita Ora,,2018,151524,P1
Only Want You,Rita Ora/6LACK,,2018,192470,P1
Rude Boy,Rihanna,,2009,224049,Gold
Don't Stop The Music (Jody den Broeder Radio Edit),Rihanna,,2017,262315,Mix;Recurrent 1
Friends,RAYE,,2018,205032,Recurrent 1
Get Get Down,Paul Johnson,,1999,177307,Gold
Can We Pretend (Sigala Remix),P!nk/Cash Cash,,2019,184970,Mix;Recurrent 1
Verge,Owl City/Aloe Blacc,,2015,220891,Recurrent 2
Summer Lover,Oliver Heldens/Devin/Nile Rodgers,,2019,194699,Nyár;Recurrent 1;Ritka
Love Me Again,Olly Murs,,2018,170573,Recurrent 2
We Can Hide Out,Ofenbach & Portugal. The Man,,2019,190055,Recurrent 1;Ritka
Rock It,Ofenbach,,2019,153019,P1
Looking Hot,No Doubt,,2012,300489,Bonus;Ritka
Love Me Less,MAX/Quinn XCII,,2020,190659,Recurrent 1
Hello,Martin Solveig & Dragonette,,2011,191564,Bonus
Places,Martin Solveig/Ina Wroldsen,,2016,202988,Recurrent 2
Open Up,Matt Simons,,2019,170898,Recurrent 1
Hollywood,Michael Bublé,,2009,253840,Gold
Late Night Feelings,Mark Ronson/Lykke Li,,2019,251890,P1
Burn Out,Martin Garrix/justin mylo/Dewain whitmore,,2018,201015,Recurrent 1
Here With Me,Marshmello/CHVRCHES,,2019,155364,Recurrent 1
Summer Days,Martin Garrix/Macklemore/Patrick Stump of Fall Out Boy,,2019,163839,Nyár;TOP
BARÁTOM,WELLHELLO,,2019,207988,Magyar
Mi éltünk,Tóth Gabi & Majka,,2019,269188,Magyar
Ahol Jártunk,The Biebers,,2019,206587,Magyar
Mona Lisa,Rúzsa Magdolna,,2019,186293,Magyar
Hova tűnt?,Pápai Joci,,2019,213391,Magyar
Robinson Anthem,Newik/Lost Carves,,2019,194118,Magyar;Mix
A mi számunk,LOTFI BEGI/TAMÁSKA GABI/FLUOR,,2019,193868,Magyar
Casanova,Lotfi Begi/Zoltán Erika/Dér Heni/Curtis,,2019,178375,Magyar
Walls,Loving Arms/Blu Eyes,,2017,191889,Magyar;Ritka
Régi dal,Kelemen Kabátban,,2019,200639,Magyar
MINDENEM,KOWALSKY MEG A VEGA,,2019,245667,Magyar
A Hónap Dolgozója,Kelemen Kabátban,,2017,219498,Magyar
Kis hülye vagy,Kasza Tibi,,2019,203615,Magyar
Bőrömön hordozlak,Kasza Tibi/Opitz Barbi,,2019,211022,Magyar
Menj tovább,Hooligans,,2011,220543,Magyar;Ritka
La La La,HERCEG x OPITZ BARBI x MISSH,,2019,215829,Magyar
Koccintós,DR BRS/VARGA VIKTOR/BIGA,,2019,250659,Magyar
Tűzvarázsló,DR BRS X Király Viktor,,2019,212694,Magyar
Porszem,Follow The Flow,,2019,216990,Magyar
Girly,Fábián Juli & Zoohacker,,2018,234939,Magyar
Gavallér,Follow The Flow,,2019,193979,Magyar
Beyoncé,Dedmani x JumoDaddy,,2019,197090,Magyar;Nyár
Stars,DISCO'S HIT,,2017,172965,Magyar
"Akár péntek, akár szombat",Back II Black,,1998,264103,Gold;Magyar;Ritka
Mindenki azt akarja,Animal Cannibals,,2002,183785,Magyar;Ritka
Nánénáné,Back ll Black,,2011,194304,Magyar;Ritka
Heaven Can Wait,LSD/Sia/Diplo/Labrinth,,2019,197323,P1
Euphoria,Loreen,,2012,181881,Bonus
No New Friends,LSD/Sia/Diplo/Labrinth,,2019,176076,P1
Old Town Road (Remix),Lil Nas X/Billy Ray Cyrus,,2019,157013,Recurrent 1
Not Ok,Kygo/Chelsea Cutler,,2019,210465,Recurrent 1;Ritka
Friend Of A Friend,Lake Malawi,,2019,198855,Recurrent 1;Ritka
Follow Your Fire,Kodaline,,2018,238329,Recurrent 2
Coming Down,KIDDO x GASHI,,2019,166626,Recurrent 1
What I Like About You,Jonas Blue/Theresa Rex,,2019,220148,P1
Cool,Jonas Brothers,,2019,167160,P1
Too Late For Love,John Lundvik,,2019,178213,Recurrent 2;Ritka
Loaded Gun,Joe Stone & Monn,,2018,191169,Mix;Morning;Recurrent 1
Contra La Pared,J Balvin/Sean Paul,,2019,223910,Recurrent 1;Ritka
Good Things Fall Apart,ILLENIUM/Jon Bellion,,2019,217779,Recurrent 1
No One Compares To You,Jack & Jack,,2019,183484,Recurrent 1;Ritka
Hey Ma,J Balvin/Pitbull/Camila Cabello,,2017,195558,Recurrent 2;Ritka
Pretty Shining People,George Ezra,,2018,221657,Nem játszandó;Recurrent 2
Ain't No Mountain High Enough,Freischwimmer/Dionne Bromfield,,2016,167206,Recurrent 2
You Little Beauty,Fisher,,2019,206634,Mix
Losing It,Fisher,,2018,250078,Mix
Musica,Fly Project,,2012,224119,Bonus;Mix;Ritka
American Boy,Estelle/Kanye West,,2008,234045,Bonus
Next to Me,Emeli Sande,,2012,196092,Recurrent 2
Sixteen,Ellie Goulding,,2019,200132,Recurrent 1
Cool Kids,Echosmith,,2014,237772,Recurrent 2
Freed from Desire,Drenchill/Indiiana,,2013,160264,Gold
Loco Contigo,DJ Snake/J. Balvin/Tyga,,2019,185295,P1
Left Me Yet,Daya,,2019,190821,Recurrent 2
7 Minutes,Dean Lewis,,2019,210117,Recurrent 2
Thing For Yo,David Guetta & Martin Solveig,,2019,191564,Bonus
I Warned Myself,Charlie Puth,,2019,159474,P2
Takeaway,The Chainsmokers/Illenium/Lennon Stella,,2019,206590,Recurrent 1;Ritka
Shameless,Camila Cabello,,2019,221309,P2
Hate Me,Ellie Goulding/Juice WRLD,,2019,184934,P1
Lonely,Lauv/Anne Marie,,2019,199018,Recurrent 1
Younger,Jonas Blue/HRVY,,2019,196022,P1
Goodbyes,Post Malone/Young Thug,,2019,185341,Recurrent 1
Liar,Camila Cabello,,2019,208608,Recurrent 1
Circles,Post Malone,,2019,215411,TOP
How Do You Sleep,Sam Smith,,2019,202501,Recurrent 1
Lover,Taylor Swift,,2019,229366,Recurrent 1;Ritka
Torn,Ava Max,,2019,200899,Recurrent 1
Con Calma Remix,Daddy Yankee/Katy Perry/Snow,,2019,181231,Mix;Nyár;Recurrent 1
Do It Tonight (Extended Mix),Cedric Gervais,,2018,233174,Bonus;Mix
Don't Check On Me,Chris Brown/Justin Bieber/Ink,,2019,206471,Recurrent 2
Shine A Light,Bryan Adams,,2019,210860,Recurrent 2;Ritka
Boy With Luv,BTS/Halsey,,2019,232199,Recurrent 1
Oops!...I Did It Again,Britney Spears,,2004,193259,Gold
Learn To Lose,Bakermat/Alex Clare,,2019,191053,Bonus
Bad Guy,Billie Eilish,,2019,193050,TOP
SOS,Avicii/Aloe Blacc,,2019,158220,P1
Heaven,Avicii,,2019,278267,P1
Tough Love,Avicii/Agnes/Vargas/Lagola,,2019,195279,Recurrent 2
La Libertad,Alvaro Soler,,2019,193816,Recurrent 1
WALK AWAY,ALLE FARBEN/JAMES BLUNT,https://www.youtube.com/watch?v=q_5KPQR1Lrs,2019,196022,Recurrent 1
I Wanna Know,Alesso/Nico & Vinz,,2016,239908,Recurrent 2
On My Way,Alan Walker/Sabrina Carpenter/Farruko,,2019,193515,Recurrent 2
Ladbroke Grove,AJ Tracey,,2019,192702,TOP
Sad Song,Alesso/TINI,,2013,175542,Bonus
Easier,5 Seconds Of Summer,,2019,162679,Recurrent 2
Amikor feladnád,Halott Pénz,,2019,207609,Magyar
I Don’t Wanna Live Forever,ZAYN/Taylor Swift,youtube.com/watch?v=7F37r50VUTQ,2017,256512,Recurrent 2
Rise Up 2k16,Yves Larock & LVNDSCAPE/Jaba,,2016,223863,Recurrent 2
Rise Up,Yves LaRock,,2009,166832,Bonus
The Middle,Zedd/Grey/Maren Morris,,2018,184877,Recurrent 1
365,Zedd/Katy Perry,,2019,182160,P1
Stay The Night,Zedd/Hayley Williams,,2012,216944,P2
Lush Life,Zara Larsson,,2015,201535,Nyár;P1
Scream & Shout,will.i.am/Britney Spears,,2013,266123,Recurrent 2;Ritka
This Is Love,will.i.am/Eva Simons,,2013,279445,Recurrent 2
Renegades,X Ambassadors,,2015,193960,Recurrent 2
Ego,WILLY WILLIAM,youtube.com/watch?v=iOxzG3jjFkY,2015,203976,Nyár;Recurrent 2
Meteorite,Years & Years,"Meteorite (From ""Bridget Jones's Baby"") - Single",2016,206232,Nyár;Recurrent 1
I Love You,Woodkid,,2013,232425,Recurrent 2
See You Again,Wiz Khalifa/Charlie Puth,,2015,237441,Recurrent 2;Ritka
When I Find Love Agaain,James Blunt,,2014,184064,Recurrent 2
Friday Night,Vigiland,,2017,175583,Mix;Nem játszandó;Recurrent 2
When I Was Your Man,Bruno Mars,,2012,217083,Bonus
One Foot,WALK THE MOON,,2017,261549,Recurrent 2
,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix),,2014,245826,Bonus;Nyár
SOMBRITA,Wawa,,2011,191425,Bonus;Ritka
Shut Up and Dance,WALK THE MOON,,2014,198878,Morning;Recurrent 2;Ritka
More,Usher,,2010,225930,Gold;Ritka
Yeah!,Usher/Lil Jon/Ludacris,,2004,256046,Gold
VENTE PA' CA,Ricky Martin/Maluma,,2016,253741,Recurrent 2
Stressed Out,twenty one pilots,,2015,199955,Recurrent 2
Chlorine,twenty one pilots,,2018,323105,Recurrent 1;Ritka
Play That Song,Train,,2016,249405,Recurrent 2
"Hey, Soul Sister",Train,,2009,217666,Bonus
Lost The Game,Two Feet,,2018,171572,Recurrent 1;Ritka
Drive By,Train,,2012,198570,Bonus
Heathens,twenty one pilots,Suicide Squad,2016,185509,Recurrent 2
Angel in Blue Jeans,Train,,2014,223445,Morning;Recurrent 2
Habits (Stay High),Tove Lo,,2013,208213,Nyár;Recurrent 2
My Way,Tom Walker,,2019,248174,Recurrent 1;Ritka
Perfect,Topic & Ally Brooke,,2018,203964,P1
Just You and I,Tom Walker,,2016,192888,Recurrent 2
Leave a Light On,Tom Walker,,2017,186154,Recurrent 2
Too Good at Goodbye,Sam Smith,,2017,217338,Recurrent 2
Undress Rehearsal,Timeflies,,2015,214761,Mix;Recurrent 2;Ritka
On My Way,Tiësto,,2017,182087,P2
Summer Nights,Tiësto/John Legend,Summer Nights (feat. John Legend) - Single,2016,193176,Nyár;P2
Rain,The Script/Nicky Jam,,2017,209327,P2
I Feel It Coming,The Weeknd/Daft Punk,,2017,297653,Recurrent 2
Pray For Me,The Weeknd/Kendrick Lamar,,2018,212439,P2
Superheroes,The Script,,2014,243948,Recurrent 2
Sweater Weather,The Neighbourhood,,2013,252424,Recurrent 2
Who Do You Love,The Chainsmokers/5 Seconds of Summer,,2019,231177,P1
Glad You Came,The Wanted,,2011,202895,Bonus
Walks Like Rihanna,The Wanted,,2016,210094,Recurrent 2
Can’t Feel My Face,The Weeknd,,2018,215707,P2
Rise Up,Thomas Jack & Jasmine Thompson,,2016,182857,Recurrent 2
Apologize,Timbaland/OneRepublic,,2007,189075,Gold
Summer Jam,The Underdog Project,,2000,216046,Gold;Nyár;Ritka
Hope,The Chainsmokers/Winona Oak,,2018,193259,Recurrent 1
Roses,The Chainsmokers/ROZES,,2015,228193,Recurrent 2
Closer,The Chainsmokers/Halsey,youtube.com/watch?v=0zGcUoRlhmw,2016,246936,Recurrent 2
Don't Let Me Down,The Chainsmokers/Daya,,2017,217914,P2
Something Just Like This,The Chainsmokers & Coldplay,Memories...Do Not Open,2017,247136,Recurrent 1
Sick Boy,The Chainsmokers,,2018,218453,Recurrent 2;Ritka
Paris,The Chainsmokers,,2017,221286,P2
Pump It,The Black Eyed Peas,,2009,225790,Gold
Where Is The Love,The Black Eyed Peas,,2003,252308,Gold
Shut Up,The Black Eyed Peas,,2003,266045,Gold
Let's Get It Started,The Black Eyed Peas,,2003,217245,Gold
I Gotta Feeling,The Black Eyed Peas,,2009,291279,Gold
Style,Taylor Swift,,2014,243057,Recurrent 2
Break Your Heart,Taio Cruz/Ludacris,,2009,199197,Gold;Morning
Shake It Off,Taylor Swift,,2014,241568,Nyár;Recurrent 2
End Game,Taylor Swift/Ed Sheeran/Future,,2017,195442,Recurrent 2;Ritka
These Days,Take That,,2014,234071,Recurrent 2
Look What You Made Me Do,Taylor Swift,,2017,197369,Recurrent 2;Ritka
Starboy,The Weeknd,,2016,230283,Recurrent 2
Don't You Worry Child vs. Wake Me up (Axwell Ingrosso Mashup),Swedish House Mafia vs. Avicii,,2018,315396,Mix
Waterfall (Seeb Remix),Stargate/P!nk/Sia,,2017,205127,Recurrent 1
Don't You Worry Child,Swedish House Mafia,,2012,210038,Bonus;Nyár
Save The World,Swedish House Mafia,,2011,215620,Bonus
R.I.P.,Sofia Reyes/Rita Ora/Anitta,,2019,202129,Recurrent 1;Ritka
SWEATER WEATHER,Gaullin Remix,,2018,203569,Mix;Recurrent 1
"Red, White & You",Steven Tyler,We're All Somebody from Somewhere,2016,189676,Recurrent 2;Ritka
Just Hold On,Steve Aoki & Louis Tomlinson,Just Hold On - Single,2016,207960,Recurrent 2
Waterfall,Stargate/P!nk/Sia,,2017,200242,Recurrent 2
Don't Call Me Up,Mabel,,2019,178607,TOP
Body,Loud Luxury/Brando,,2017,163329,Nyár;Recurrent 2
Cry,Sigma/Take That,Cry (feat. Take That) - Single,2015,193476,Recurrent 2
Summer Paradise,Simple Plan/Sean Paul,,2011,235218,Bonus;Nyár
Sucker,Jonas Brothers,,2019,181301,P1
Where Are Ü Now,Skrillex/Diplo/Justin Bieber,,2015,236605,Recurrent 2
Give Me Your Love,Sigala/John Newman/Nile Rodgers,Give Me Your Love (feat. John Newman & Nile Rodgers) - Single,2016,228600,Nyár;Recurrent 2
Easy love,Sigala,,2015,228925,P2
Lullaby,Sigala/Paloma Faith,,2018,204289,P1
Chandelier,Sia,,2014,205780,P2
Say You Do,Sigala/Imani/DJ Fresh,Say You Do (feat. Imani & DJ Fresh) [Radio Edit] - Single,2016,211632,Morning;Recurrent 2
Changing,Sigma/Paloma Faith,,2015,197055,Recurrent 2
Never Give Up,Sia,,2016,236959,Recurrent 2
Came Here for Love,Sigala/Ella Eyre,,2017,202129,Nyár;P1
Nobody To Love,Sigma,,2014,222002,Recurrent 2
Sweet Lovin',Sigala,,2015,214087,Nyár;Recurrent 2
Cheap Thrills,Sia/Sean Paul,,2016,216908,Recurrent 2
In My Blood,Shawn Mendes,,2018,207609,P1
Stitches,Shawn Mendes,,2015,206355,Recurrent 2
Here Comes the Sun,Sheryl Crow,,2011,179768,Gold;Ritka
Nervous,Shawn Mendes,,2018,166765,P2
Something Big,Shawn Mendes,,2014,161610,P2
"Whenever, Wherever",Shakira,,2011,197343,Bonus
La La La,Shakira,,2014,210352,Bonus
Treat You Better,Shawn Mendes,,2016,180581,Recurrent 2
Love You Like A Love Song,Selena Gomez & The Scene,,2011,188879,Bonus;Nem játszandó
Can't Remember to Forget You,Shakira/Rihanna,,2014,205937,Nyár;Recurrent 2
Mad Love,Sean Paul/David Guetta/Becky G,,2018,200945,Nyár;P1
Mas Que Nada,Sergio Mendes/Black Eyed Peas,,2006,262753,Gold
Back To You,Selena Gomez,,2018,210303,Recurrent 2
Wolves,Selena Gomez/Marshmello,,2017,197090,P1
Into The Night,Santana/Chad Kroeger,,2007,222493,Gold
Stay With Me,Sam Smith/Mary J. Blige,,2014,210953,Recurrent 2
I Don't Feel Like Dancing,Scissor Sisters,,2009,249382,Gold
Dancing With A Stranger,Sam Smith/Normani,,2019,195790,Recurrent 1
I'm Not The Only One,Sam Smith,,2014,235037,Recurrent 2
Fire on Fire,Sam Smith,,2018,247896,Recurrent 2;Ritka
No Lie,Sean Paul/Dua Lipa,youtube.com/watch?v=GzU8KqOY8YA,2017,228576,Nyár;Recurrent 2
Show Me Love,Sam Feldt/Kimberly Anne,,2015,255140,P2
Fire Burning,Sean Kingston,,2009,244320,Gold
Runaways (Muzzaik & StadiumX Remix Edit),Sam Feldt/Deepend/Teemu,,2016,210558,Mix
HEATWAVE,ROBIN SCHULZ/AKON,,2015,187521,Nyár;P2
Waiting All Night,Rudimental/Ella Eyre,,2013,292063,P2
Sun Goes Down,Robin Schulz/Jasmine Thompson,,2014,174303,Nyár;Recurrent 2
Headlights,Robin Schulz/Ilsey,,2015,229081,Nyár;Recurrent 2
These Days,Rudimental/Jess Glynne/Macklemore/Dan Caplen,,2018,210790,Recurrent 1
OK,Robin Schulz/James Blunt,,2017,187886,Nyár;P2
SHOW ME LOVE,ROBIN SCHULZ/J.U.D.G.E.,,2009,291710,Bonus
Unforgettable,Robin Schulz/Marc Scibilia,,2018,223492,P1
Feel The Love,RUDIMENTAL/JOHN NEWMAN,,2013,241255,Bonus
Sun Comes Up,Rudimental/James Arthur,,2017,231502,Recurrent 2
Blurred Lines,Robin Thicke/T.I./Pharrell,,2013,271835,Bonus;Ritka
Ready Set Go,Royal Tailor/Capital Kings,,2013,211301,P2
Da Ya Think I'm Sexy,Rod Stewart/DNCE,,2017,220612,Recurrent 2;Ritka
Lay It All On Me,Rudimental/Ed Sheeran,,2015,258952,P2
Lonely No More,Rob Thomas,,2005,225326,Gold
Willst Du,Robin Schulz & Alligatoah,,2013,252957,Nem játszandó;Recurrent 2
Love My Life,Robbie Williams,,2016,208375,Bonus
Love My Life,Robbie William,youtube.com/watch?v=j4ggyO-OFXU,2016,208632,Recurrent 2;Ritka
Candy,Robbie Williams,,2012,204869,Recurrent 2;Ritka
Me and My Broken Heart,Rixton,,2014,195256,Bonus
Party Like A Russian,Robbie William,youtube.com/watch?v=MdYGQ7B0Vew,2016,188232,Recurrent 2;Ritka
Rock DJ,Robbie Williams,,2000,255326,Gold
SHED A LIGHT,ROBIN SCHULZ & DAVID GUETTA & CHEAT CODES,,2017,192327,Nyár;Recurrent 2
Your Song,Rita Ora,,2017,180833,P2
Umbrella,Rihanna/Jay-Z,,2008,245408,Gold
No Sweat,Rihanna/Alan Walker/Kygo,,2017,218197,P2
Towards The Sun,Rihanna,,2015,227801,Bonus;Ritka
Where Have You Been,Rihanna,,2012,252099,Recurrent 2
Falling To Pieces,Rita Ora,,2018,261061,Recurrent 1
Diamonds,Rihanna,,2012,228559,Bonus;Ritka
We Found Love,Rihanna/Calvin Harris,,2011,214970,Bonus
Anywhere,Rita Ora,,2017,215202,Recurrent 1
SOS,Rihanna,,2009,241019,Bonus
Don't Stop The Music,Rihanna,,2008,217431,Bonus
Love On The Brain,Rihanna,,2016,219782,P2
La Copa de la Vida,Ricky Martin,youtube.com/watch?v=8BkYKwHLXiU,1998,246336,Gold;Nem játszandó
Pon de Replay,Rihanna,,2005,216944,Gold
S&M,Rihanna,youtube.com/watch?v=KdS6HFQ_LUc,2011,243072,Bonus
Only Girl (In The World),Rihanna,,2010,250606,Bonus
Push the Button,Sugababes,,2005,224771,Gold;Morning
Children,Jack Holiday & Mike Candys,,2012,156748,Bonus;Morning;Ritka
Move In The Right Direction (A Joyful Noise),Gossip,,2012,217269,Bonus
Survivor,Destiny's Child/Da Brat,,2001,242378,Gold
It's My Life,Bon Jovi,,2009,227810,Bonus
Hero,Chad Kroege/Josey Scott,,2002,201317,Bonus;Nem játszandó
All Around The World (la la la la la la la la),ATC,,2000,194304,Gold;Ritka
Skin,Rag'n'Bone Man,youtube.com/watch?v=yU6gG-p5FZc,2017,240124,Recurrent 2;Ritka
I Hope,Rebecca Ferguson,,2013,203894,Bonus
Is it Love,Rea Garvey/Kool Savas,,2018,191820,Recurrent 1;Ritka
Life is a Highway,Rascal Flatts,,2015,277432,Recurrent 2;Ritka
Human,Rag'n'Bone Man,youtube.com/watch?v=L3wKzyIN1yk,2016,197856,Recurrent 1
Red Lights,Tiesto,,2014,200063,Recurrent 2
Price Tag,Jessie J,,2011,223283,Bonus
rockstar,Post Malone/21 Savage,,2018,217117,Recurrent 2;Ritka
Lullaby,R3HAB x Mike Williams,,2018,164652,Mix;Recurrent 2
Sunflower,Post Malone/Swae Lee,,2018,158313,Recurrent 1
Don't Stop The Party,Pitbull/TJR,,2012,196167,Bonus;Ritka
Fun,Pitbull/Chris Brown,,2014,204382,Recurrent 2;Ritka
Give Me Everything,Pitbull/Ne-Yo/Afrojack/Nayer,,2012,266356,Bonus
Feel It Still,Portugal. The Man,,2017,170225,Recurrent 2
Time Of Our Lives,Pitbull/Ne Yo,,2014,229622,Bonus;Ritka
Timber,Pitbull/Ke$sha,,2013,214035,Bonus
Come Get It Bae,Pharrell Williams/Miley Cyrus,,2014,199900,Recurrent 2;Ritka
Feel This Moment,Pitbull/Christina Aguilera,,2013,229320,Bonus
There's Something Special,Pharrell Williams,,2017,153367,Recurrent 2;Ritka
Aaron,Paul Kalkbrenner,youtube.com/watch?v=yoHTKJquh7w,2008,179880,Bonus
Turn Around,Phats & Small,,1999,210117,Gold
Sky And Sand,Paul & Fritz Kalkbrenner,,2010,240131,Bonus;Mix;Ritka
Freedom,Pharrell Williams,,2015,164468,P2
Happy,Pharrell Williams,,2014,230048,Recurrent 2
Whatever You Want,P!nk,,2017,239235,P2
True Love,P!nk/Lily Allen,,2013,232164,Recurrent 2
Wicked Games,Parra for Cuva/Anna Naklab,,2013,192797,Recurrent 2
Who Knew,P!nk,,2006,212369,Gold
Try,P!nk,,2012,249405,Bonus
Blow Me (One Last Kiss),P!nk,,2012,227369,Recurrent 2
Walk Me Home,P!nk,,2019,178050,Recurrent 1
Beautiful Trauma,P!nk,,2017,251681,Recurrent 2
Rich Love,OneRepublic/Seed,,2017,200597,P1
What About Us,P!nk,,2017,269490,Recurrent 2
Just Give Me A Reason,P!nk/Nate Ruess,,2012,242482,Recurrent 2;Ritka
Todays The Day,P!nk,,2015,218423,Recurrent 2;Ritka
So What,P!nk,,2008,225424,Gold
Sober,P!nk,,2008,261015,Bonus
What Makes You Beautiful,One Direction,youtube.com/watch?v=QJO3ROT-A4E,2011,206424,Bonus;Ritka
Perfect,One Direction,,2015,228938,Recurrent 2;Ritka
Stevie Knows,Olly Murs,,2015,188435,P2
Hula Hoop,OMI,,2015,206053,Nyár;Recurrent 2
Counting Stars,OneRepublic,,2013,283103,Recurrent 2
Wherever I Go,OneRepublic,,2016,169598,Recurrent 2
Up,Olly Murs/Demi Lovato,,2014,224954,Nyár;P2
You Don't Know Love,Olly Murs,You Don't Know Love - Single,2016,195924,P2
No Vacancy,OneRepublic,,2017,223283,P2
I Lived,OneRepublic,,2013,234335,Bonus
Love Runs Out,OneRepublic,,2013,228402,Bonus;Ritka
Troublemaker,Olly Murs/Flo Rida,,2012,184634,Recurrent 2
Paradise,Ofenbach/Benjamin Ingrosso,,2018,160148,Recurrent 2
Katchi,Ofenbach/Nick Waterhouse,,2018,167392,P2
